vehicle_type,engine_capacity_cc,oil_filter_change_date,current_date,oil_filter_age_days,km_after_change,road_type,load_type,avg_oil_temperature,oil_viscosity_index,engine_rpm_avg,idling_percentage,ambient_temperature,fuel_type,driving_style,oil_filter_condition
Bus,7612,2024-07-02,2024-12-18,169,5007,city,light,106.44590011256852,41.409617267724464,2037,21,38.73729925413194,Diesel,normal,Yellow
Truck,7182,2024-08-15,2024-11-14,91,12302,highway,light,98.04620984051564,21.30767355710491,1476,32,19.468609286964284,CNG,normal,Yellow
Sedan,2640,2024-10-08,2024-11-05,28,5418,city,heavy,113.28236298420629,68.63501202687478,3886,26,32.65905163590283,Petrol,calm,Light-Green
Sedan,6461,2023-09-13,2024-05-11,241,37431,highway,heavy,90.13493234738814,29.95137808583098,2235,34,14.324892641709555,CNG,aggressive,Dark-Orange
Bus,4731,2023-11-24,2024-05-22,180,29176,offroad,light,102.99688837355826,74.3638070015552,2826,27,26.282242332257685,Petrol,aggressive,Yellow
LCV,4655,2024-07-21,2024-11-06,108,20501,offroad,light,118.35273820508343,32.116131395993676,2737,22,29.404430032298443,Petrol,calm,Orange
Hatchback,2010,2023-04-21,2024-05-05,380,39329,mixed,medium,80.90871051712051,87.95729016836803,1703,13,22.34821759597213,CNG,aggressive,Red
Hatchback,3632,2022-12-18,2024-01-06,384,4129,highway,heavy,91.9669612423605,22.308674299431786,1801,30,23.924459174854075,Diesel,calm,Red
Bus,4924,2023-09-15,2024-07-23,312,33576,mixed,medium,82.82498496975886,47.11272018020735,1611,18,23.17360442385431,Diesel,normal,Dark-Orange
Bus,6048,2023-08-14,2024-08-23,375,27695,mixed,heavy,75.25969047879012,41.72928446273324,2074,27,36.575943984520904,CNG,calm,Red
Bus,1861,2024-03-03,2024-04-21,49,1553,highway,medium,119.95021183911118,32.62272443023161,1738,36,39.58607218844169,Diesel,aggressive,Yellow
Hatchback,4322,2024-09-23,2024-11-20,58,10337,offroad,heavy,97.18795236723273,77.52884518880472,2113,34,24.536463772642577,Diesel,calm,Light-Green
SUV,2693,2024-09-12,2024-12-27,106,5324,highway,light,94.84642376777258,80.6713233593718,3343,8,39.06405571996797,CNG,calm,Yellow
Hatchback,3492,2023-09-08,2024-07-02,298,37215,offroad,light,79.6142335803729,83.84745283757346,3025,29,27.64633896968524,Petrol,aggressive,Red
Truck,3969,2023-12-04,2024-12-19,381,6520,offroad,heavy,82.02557136670967,52.76315838221165,1374,18,24.51205745967625,Diesel,aggressive,Red
Bus,7620,2023-10-21,2024-10-08,353,44758,offroad,heavy,93.74173476043175,27.711277636680755,3220,40,25.18103365852953,Diesel,aggressive,Red
Hatchback,5533,2024-01-05,2024-07-15,192,16677,mixed,heavy,102.82391010293219,57.16176334658015,3986,25,24.004773294539444,Diesel,aggressive,Dark-Orange
LCV,5331,2024-03-07,2024-04-02,26,1095,highway,medium,124.30375061225546,71.38886379177241,2058,15,40.710866322949194,Diesel,calm,Green
Hatchback,5691,2024-03-23,2024-03-28,5,260,highway,light,113.39114346300809,71.54435520542157,3733,15,14.6944610342243,Petrol,calm,Green
Truck,6323,2024-12-08,2024-12-27,19,2952,mixed,medium,92.82871529837671,88.86481372041763,2156,13,15.011972583307493,CNG,aggressive,Green
Sedan,3274,2024-07-20,2024-08-19,30,1275,city,heavy,91.95612883527198,40.125409414008814,3497,35,13.54579380409316,Petrol,aggressive,Light-Green
Bus,3818,2023-12-31,2024-09-09,253,18387,city,light,112.41652271543987,36.9916194860484,3280,23,23.226534221416777,Diesel,normal,Dark-Orange
LCV,4676,2024-06-22,2024-09-02,72,763,highway,medium,70.69128459296407,22.781570147664986,2087,22,21.97978627702824,CNG,calm,Light-Green
Hatchback,4657,2023-09-29,2024-05-18,232,35774,highway,heavy,120.58967229853909,68.40135737878309,3921,25,30.622340838166522,Diesel,normal,Dark-Orange
Hatchback,4676,2024-03-29,2024-10-28,213,28109,mixed,heavy,126.95848761956188,35.37162248192082,3037,12,32.20757533135513,Diesel,aggressive,Dark-Orange
LCV,4694,2024-03-30,2024-07-10,102,17580,offroad,medium,115.83589571476676,37.1292838146375,2374,22,30.979089450657366,Diesel,aggressive,Orange
Truck,4358,2024-02-18,2024-02-21,3,445,offroad,heavy,111.56436525710528,27.149079592211976,3671,15,16.239041388695902,Petrol,calm,Light-Green
Sedan,1829,2024-01-03,2024-10-21,292,44596,mixed,medium,100.76122040689171,88.02245488793582,1903,23,36.58086617155756,CNG,normal,Dark-Orange
Truck,7260,2023-09-30,2024-02-13,136,25986,city,heavy,87.0889205252575,52.59014620492441,3065,7,34.28624212983941,Petrol,aggressive,Orange
SUV,1499,2024-11-13,2024-12-09,26,933,mixed,heavy,70.43502046279175,75.27504227102287,2526,26,42.14532943581431,CNG,calm,Green
LCV,3504,2023-06-22,2024-03-02,254,20801,mixed,heavy,74.97563550715122,73.3915969645608,2767,40,38.277813016786915,Petrol,aggressive,Orange
Bus,7494,2024-01-02,2024-03-05,63,6788,highway,light,71.67940929896693,25.55784330978223,2972,27,38.998481298571285,Petrol,aggressive,Light-Green
LCV,3848,2024-06-22,2024-10-02,102,6692,highway,heavy,90.1833352543681,73.10529140153798,3505,15,37.08715433099543,Diesel,calm,Yellow
SUV,3938,2023-12-01,2024-12-07,372,24049,mixed,heavy,78.7463401902229,36.4680414323032,2686,9,31.509985275508544,Diesel,aggressive,Red
LCV,6514,2023-09-22,2024-03-04,164,14660,highway,light,126.14957313350746,84.63998720325822,2226,11,34.02390411384041,Diesel,normal,Yellow
SUV,5113,2023-11-29,2024-01-05,37,5805,city,heavy,73.56179915152285,20.65510034822637,3215,18,44.86134508728883,CNG,calm,Yellow
Bus,2824,2024-01-05,2024-06-05,152,5520,highway,light,85.24597741945334,86.53388813372642,2013,20,16.091232379673528,CNG,calm,Yellow
LCV,1416,2023-04-01,2024-04-07,372,51009,highway,medium,93.22474612237026,72.70022295427879,3151,16,29.8664686146918,Diesel,normal,Red
Bus,6099,2023-11-12,2024-03-09,118,6733,mixed,heavy,101.46681432968523,82.41686700744557,3227,36,20.70942474936698,Petrol,normal,Yellow
Hatchback,5205,2023-04-11,2024-01-28,292,28341,offroad,medium,125.99769944691326,57.211946298122996,1312,28,14.825363014155018,CNG,calm,Dark-Orange
Hatchback,3398,2024-03-13,2024-10-01,202,18454,offroad,light,90.4255584908824,79.90989961724442,3091,11,36.07846116382043,Diesel,normal,Orange
Sedan,3069,2023-06-16,2024-05-09,328,37889,highway,light,113.85724225635484,56.21208980148688,1600,27,11.596923110505895,Petrol,normal,Dark-Orange
Hatchback,7556,2024-03-24,2024-04-17,24,3484,mixed,light,104.86818857241926,65.6786886940609,3815,8,16.156535133895026,Diesel,normal,Green
LCV,6834,2023-09-26,2024-10-05,375,47225,mixed,light,101.74235179766944,85.13718234662971,3168,30,29.599098850828188,CNG,normal,Red
Sedan,3526,2023-06-17,2024-03-12,269,8769,offroad,heavy,92.13794951535701,57.6987585649882,1673,24,28.27433897138758,CNG,calm,Orange
Truck,4013,2023-11-18,2024-09-14,301,31493,mixed,medium,70.81719060998523,20.834691380793746,2511,34,13.454582919251925,Diesel,aggressive,Dark-Orange
Hatchback,3234,2024-01-13,2024-03-06,53,836,mixed,medium,126.98791827204505,76.73156174038427,3011,7,31.41953231512658,CNG,normal,Light-Green
Truck,4340,2024-05-17,2024-06-17,31,2825,offroad,light,116.1081455918109,43.10533456401508,1787,5,32.320331059708266,CNG,calm,Light-Green
Bus,4242,2024-03-08,2024-05-19,72,7276,mixed,light,95.70075652397482,88.87834038496908,2462,29,33.56975968180828,Petrol,normal,Light-Green
Hatchback,6165,2024-01-22,2024-12-10,323,42865,offroad,light,100.79812890020321,60.23785119492169,2498,25,31.992120661877024,Petrol,aggressive,Dark-Orange
SUV,6357,2024-07-11,2024-10-11,92,1089,highway,heavy,124.82356186100787,92.14679029888867,1244,14,42.36120434593335,CNG,calm,Yellow
Bus,7679,2023-08-06,2024-02-18,196,6946,offroad,heavy,110.69741854955944,82.63620848180418,1582,12,26.381935694652483,Petrol,aggressive,Dark-Orange
SUV,1433,2024-02-09,2024-02-19,10,718,offroad,medium,117.51714741203742,29.23786646236131,3537,31,18.97115001348405,Petrol,calm,Light-Green
LCV,3925,2024-09-05,2024-09-27,22,4205,city,heavy,72.61434183675001,58.32824377174882,1801,33,21.41480884968557,CNG,normal,Green
Bus,1844,2023-12-21,2024-08-16,239,16175,city,medium,93.85268371655376,34.77133155779932,2661,25,17.364621747035482,Diesel,aggressive,Orange
LCV,1830,2023-11-05,2024-10-15,345,32780,mixed,heavy,82.7730397584103,54.38179416760058,1927,17,27.26917203920705,CNG,normal,Red
SUV,3583,2024-09-16,2024-09-21,5,235,city,light,127.66218055059906,32.27962865942011,3817,39,34.32412139608098,Petrol,calm,Light-Green
Truck,3371,2024-03-15,2024-09-13,182,14711,offroad,heavy,86.47349395715744,93.63640253054606,3333,40,43.05117622275622,Petrol,normal,Dark-Orange
LCV,7290,2024-04-09,2024-12-11,246,19113,offroad,light,95.8472173704694,21.958091292730472,1488,39,22.384316383464636,Petrol,calm,Orange
Hatchback,1378,2023-12-21,2024-04-21,122,9070,offroad,medium,89.4044438649279,38.61397281185581,1839,35,26.53770255437219,Diesel,normal,Yellow
SUV,6244,2023-12-24,2024-11-16,328,35655,highway,light,124.22919718006665,60.389178710104176,1421,38,34.55319444199094,Petrol,aggressive,Dark-Orange
LCV,3150,2024-04-05,2024-07-20,106,8776,highway,medium,101.5180027188985,32.23970982065054,2951,30,44.61635650445482,Diesel,aggressive,Yellow
Sedan,2741,2023-10-25,2024-07-10,259,18950,city,heavy,75.56106459208198,44.487535336536794,2848,39,20.540323501615514,CNG,calm,Orange
Sedan,5097,2023-08-21,2024-07-11,325,63973,offroad,heavy,100.40606329777695,87.74952412162436,3698,19,28.721588782224927,Diesel,aggressive,Red
Bus,6689,2023-12-21,2024-06-25,187,2246,mixed,heavy,76.7233108876269,63.806921604764554,2227,19,27.037620154307927,Diesel,calm,Orange
SUV,6928,2024-01-21,2024-12-17,331,35132,mixed,medium,88.77368339998205,51.87017479539426,1699,5,24.274938771400127,Petrol,aggressive,Red
Truck,7483,2024-05-02,2024-07-07,66,12170,highway,heavy,78.22895363023578,30.282592726542788,2690,20,20.20041868348092,Petrol,aggressive,Yellow
Truck,3430,2023-12-10,2024-06-20,193,10183,city,medium,103.50169506064739,69.57094610725647,1736,38,12.227476485508777,Diesel,normal,Orange
Hatchback,6572,2023-09-15,2024-02-03,141,19275,city,medium,112.10901373268256,88.65401055313329,3476,33,19.742679133566725,Diesel,aggressive,Orange
Truck,3181,2023-07-14,2024-04-13,274,16357,mixed,heavy,76.03844310574614,85.8702092246884,1551,25,31.9543753330185,Petrol,aggressive,Dark-Orange
SUV,7171,2024-05-01,2024-10-12,164,28099,city,heavy,120.49509490832732,37.20617087576188,1337,39,22.70285690532312,Diesel,calm,Orange
SUV,4648,2023-02-01,2024-01-26,359,46776,offroad,heavy,72.93607854522598,83.27626959453148,3303,17,11.667233455927029,Diesel,normal,Red
Hatchback,2728,2024-03-10,2024-08-03,146,18916,offroad,heavy,74.35463448058256,37.39234928502568,1615,20,23.06176091585644,CNG,aggressive,Orange
Bus,7020,2024-02-22,2024-12-02,284,4856,offroad,light,78.23856423630731,23.906359904487935,2750,40,36.57561603343048,Diesel,calm,Dark-Orange
Sedan,6637,2023-08-25,2024-01-27,155,25872,city,light,98.0886753106883,41.170592658609294,3826,14,38.83818692288034,Diesel,normal,Yellow
Truck,6544,2024-08-09,2024-12-09,122,8200,offroad,medium,128.22712617253245,29.28422050613743,1346,27,37.03154980309122,CNG,aggressive,Orange
Sedan,2883,2024-02-15,2024-03-06,20,1499,mixed,medium,128.7515120186473,82.583335353661,1404,35,32.402090480417854,Diesel,normal,Green
LCV,4782,2023-07-30,2024-01-03,157,23607,highway,light,101.49156495215763,99.15828713047007,3780,27,27.66436855471393,CNG,aggressive,Yellow
Hatchback,6090,2023-10-27,2024-06-23,240,20320,highway,light,79.08120857590058,84.6207173516646,3292,34,13.293540819909651,CNG,aggressive,Orange
Sedan,7677,2024-09-22,2024-11-14,53,5569,city,heavy,117.92532888769684,43.06313778656182,3612,25,44.21216164993287,Diesel,calm,Yellow
Truck,3008,2024-05-21,2024-06-06,16,773,offroad,medium,83.2438925304222,25.872528942442674,3282,7,10.218719372224786,Petrol,normal,Light-Green
SUV,2070,2024-01-23,2024-08-05,195,27257,offroad,medium,83.60369961212757,54.572743631727654,2562,6,39.72775470489445,Petrol,normal,Orange
SUV,1577,2024-03-22,2024-12-26,279,51483,offroad,medium,89.78812652044293,94.4925375064941,1272,39,20.449314080212137,Diesel,normal,Dark-Orange
LCV,1629,2023-12-09,2024-06-24,198,22382,mixed,heavy,102.48835049100904,25.320593283308675,2945,21,30.26717606456936,Diesel,calm,Orange
Hatchback,3356,2024-07-20,2024-08-19,30,1477,mixed,heavy,125.78416024752966,39.58505465754395,2956,11,22.11271302438905,CNG,aggressive,Light-Green
Truck,7688,2023-10-16,2024-09-15,335,8220,mixed,light,115.6912864906142,97.3484482343878,3735,6,33.07334825054924,CNG,aggressive,Red
Truck,6424,2023-07-23,2024-07-15,358,54561,mixed,medium,91.01670147305254,62.48063465230423,2059,38,24.299869007426423,Diesel,aggressive,Red
LCV,3992,2023-07-19,2024-01-20,185,6062,highway,light,113.67193046402946,91.88162980739875,1401,21,34.47089257783297,CNG,normal,Orange
Hatchback,2529,2023-12-27,2024-11-14,323,15688,city,heavy,96.12662355796651,58.03581024237354,3560,8,13.912900469061631,Petrol,aggressive,Red
SUV,3734,2024-04-12,2024-12-17,249,6942,city,medium,103.65781074585962,82.35962776599186,1931,16,11.091524024898126,CNG,calm,Orange
Sedan,6255,2023-11-30,2024-06-26,209,13919,highway,heavy,72.74241894205964,33.74266213043476,3692,37,42.58308920946986,CNG,aggressive,Dark-Orange
SUV,1828,2024-05-20,2024-08-10,82,7259,mixed,medium,127.20406689683375,71.89796783306575,1594,7,40.9655416794084,CNG,calm,Light-Green
Sedan,2240,2024-03-29,2024-10-04,189,13967,highway,light,98.77811949674889,74.55409769289989,1749,38,43.41163631536419,CNG,normal,Orange
Sedan,3505,2024-05-05,2024-08-23,110,20760,city,heavy,121.48478235339364,86.32095384209427,3083,27,41.85955554264231,Diesel,aggressive,Orange
Hatchback,6844,2023-10-01,2024-04-28,210,13198,mixed,light,125.04270390794332,78.47675279940097,3362,24,13.274304359722935,Diesel,normal,Orange
Hatchback,5307,2024-07-08,2024-09-10,64,2198,highway,light,126.7316749030268,51.4854115632625,2495,38,37.52521413585935,Petrol,calm,Light-Green
LCV,2348,2024-06-26,2024-08-06,41,530,city,medium,104.42502422215107,85.41119915776149,2752,22,17.172704352075815,Petrol,normal,Light-Green
Bus,6369,2023-06-15,2024-04-02,292,29637,highway,light,96.40265632911795,92.12221963547282,2726,25,20.847084574034746,Petrol,calm,Dark-Orange
Sedan,1837,2024-04-22,2024-08-13,113,8123,mixed,medium,95.27966160935594,82.44157651586306,3189,6,13.698063188677331,CNG,calm,Yellow
Sedan,6474,2024-03-20,2024-11-13,238,27031,offroad,medium,83.3902039690455,65.25155788781498,2862,9,21.5064651376293,CNG,calm,Orange
Bus,6129,2024-08-05,2024-11-15,102,9708,offroad,heavy,79.08886107327046,77.91250221126444,1819,10,25.49277042007029,Petrol,aggressive,Orange
Sedan,5822,2023-04-26,2024-03-12,321,12758,highway,light,77.42790777198387,52.609002953204964,3051,14,23.726117130631877,CNG,normal,Dark-Orange
LCV,5876,2024-11-05,2024-12-13,38,5096,city,heavy,86.26201970145715,35.90629542876758,1532,26,23.60982559563206,Petrol,aggressive,Yellow
Sedan,3159,2024-07-03,2024-10-04,93,11574,offroad,heavy,91.96467564453411,50.761373093178285,3777,25,40.439058347703934,Diesel,normal,Orange
Bus,5456,2024-01-28,2024-03-20,52,3855,city,light,83.69557393396701,94.68817479035576,3546,16,12.983546936418243,CNG,calm,Light-Green
Sedan,7720,2024-05-23,2024-09-06,106,16960,city,medium,108.96296845310373,43.60396057629384,2853,15,27.628997873445304,Petrol,calm,Yellow
LCV,7620,2023-11-29,2024-03-15,107,10337,offroad,heavy,98.86662792993468,52.64237975768532,3739,14,39.39979891164201,CNG,normal,Orange
SUV,1436,2023-07-08,2024-02-24,231,28011,offroad,medium,99.29491057052715,35.40457077038995,2983,36,26.193255050589794,CNG,normal,Orange
Sedan,7558,2023-09-23,2024-08-14,326,55922,highway,medium,120.2046525417652,95.8924842196493,1955,20,37.262014216521116,CNG,aggressive,Dark-Orange
Sedan,7850,2023-11-16,2024-02-05,81,12842,offroad,heavy,86.66285416815477,55.378931737533854,1558,40,35.641136631152435,Diesel,calm,Light-Green
Truck,2086,2023-07-15,2024-07-23,374,23252,mixed,light,75.84885596730035,87.77548801900683,1391,15,39.114690511142754,CNG,aggressive,Red
Bus,1995,2024-03-17,2024-12-04,262,31787,offroad,light,88.84123765090749,38.667575947882796,3364,8,37.52024738120551,CNG,normal,Dark-Orange
Bus,6072,2023-12-10,2024-10-01,296,50734,city,heavy,108.48220806235173,30.41695159335516,2629,18,11.522114981766169,Diesel,calm,Dark-Orange
Bus,6934,2023-10-14,2024-07-02,262,25147,highway,light,116.80893256696245,61.78640351479992,2165,29,40.04393526994653,Petrol,normal,Orange
Hatchback,4696,2023-01-13,2024-01-28,380,61656,offroad,heavy,98.54205453083031,74.85758324903409,3672,32,16.688295561911637,CNG,aggressive,Red
Hatchback,3464,2023-11-04,2024-08-23,293,26994,highway,medium,79.2042804156784,98.78092328736984,1830,24,11.797546696992125,Petrol,normal,Dark-Orange
Sedan,2659,2024-09-04,2024-11-19,76,14868,highway,medium,121.99929143122944,61.77525564456011,1521,39,30.956976468369053,Diesel,normal,Light-Green
Sedan,7420,2023-09-14,2024-02-17,156,12531,offroad,heavy,79.73836527236764,97.17294364455911,2687,16,14.085910618523357,Diesel,aggressive,Orange
Bus,6875,2024-03-27,2024-04-18,22,4037,highway,medium,83.7615387274944,57.17895227143255,1371,22,40.32827382326825,CNG,aggressive,Green
Truck,4801,2024-03-11,2024-12-01,265,34447,city,light,118.86172724771177,96.85100151642042,2048,10,10.30068571679552,Petrol,aggressive,Orange
Hatchback,6143,2023-05-30,2024-02-20,266,36086,city,light,119.67465512194343,52.3969394757112,1955,19,38.180861175422095,CNG,aggressive,Orange
Sedan,7056,2024-02-15,2024-09-01,199,12602,mixed,heavy,81.74777477985127,31.787400133535506,2457,23,34.47049954643373,Petrol,normal,Orange
SUV,3593,2024-05-02,2024-12-25,237,32199,mixed,medium,83.38262697371181,38.1723627254165,3619,9,11.090463071463443,CNG,normal,Orange
Hatchback,6614,2023-11-16,2024-11-20,370,30383,mixed,medium,87.01432416246895,97.6386851582527,3216,26,29.96460261667568,Petrol,aggressive,Red
LCV,2497,2023-03-30,2024-02-08,315,27451,offroad,medium,71.95833514810367,53.52940983136874,3596,21,44.84506850081245,Petrol,calm,Dark-Orange
Bus,1882,2023-02-26,2024-01-28,336,11751,offroad,heavy,129.22607505283176,93.06825833119662,1436,33,33.982184325218014,Petrol,normal,Red
Bus,5789,2023-08-09,2024-07-25,351,34925,city,medium,88.3158523793069,25.950363429973624,2437,17,39.172264631289025,Petrol,calm,Red
Truck,1452,2023-10-14,2024-04-13,182,9757,city,medium,129.25047168095176,61.73977965620577,1362,16,16.38402110351874,Diesel,normal,Orange
Sedan,4617,2023-11-27,2024-01-06,40,3301,highway,light,83.48707550504344,42.907978320562776,3879,17,41.93927977171097,Petrol,aggressive,Light-Green
SUV,5535,2023-10-17,2024-04-05,171,19786,city,heavy,88.40520518042229,69.622294167376,2575,33,14.355731687023708,Petrol,calm,Yellow
Truck,2835,2024-04-19,2024-09-08,142,26484,city,light,86.73298849037745,20.695809708622043,3510,33,43.67798207563384,CNG,calm,Yellow
Sedan,1484,2024-02-24,2024-03-17,22,1102,mixed,light,70.24852215367818,72.80882423546765,1704,13,33.517032145312584,CNG,normal,Green
SUV,7284,2023-10-12,2024-08-27,320,4328,highway,light,118.72616029481306,38.008981368197674,3656,10,10.046559490193655,CNG,calm,Red
Bus,3134,2024-04-20,2024-09-21,154,21286,city,light,110.1873709979379,86.37354805847053,1942,39,31.557049955476018,Petrol,normal,Yellow
Bus,5845,2023-09-21,2024-08-05,319,7042,city,heavy,70.69267084613546,76.95735226557123,1477,25,38.434557435781294,Diesel,calm,Dark-Orange
LCV,2051,2023-12-29,2024-06-19,173,3647,mixed,heavy,77.79720898986302,96.58750245282752,2884,11,33.16747302606491,Petrol,aggressive,Yellow
SUV,4860,2023-05-19,2024-02-20,277,6030,highway,light,87.85433848690155,40.86566245089118,2419,37,19.160145132798583,Petrol,normal,Dark-Orange
LCV,5559,2024-04-07,2024-12-13,250,37673,mixed,light,96.13121414615108,25.544202124111813,2013,38,12.832993644798254,Petrol,normal,Orange
Sedan,7638,2024-01-23,2024-04-21,89,9435,city,medium,90.78415782786867,46.308790899950296,1544,38,16.136320752603403,Diesel,aggressive,Light-Green
Bus,2045,2024-03-08,2024-05-22,75,5366,mixed,light,129.1452820012102,76.25926510341,3142,10,16.510067709191965,Petrol,aggressive,Yellow
Sedan,6184,2023-07-28,2024-07-19,357,19346,city,heavy,118.96961762851973,67.17226596801899,3950,33,39.304279277280955,CNG,normal,Red
Bus,2912,2023-06-22,2024-06-18,362,66200,mixed,medium,91.73630172865376,92.47117645274307,2717,38,24.554968130715828,Petrol,aggressive,Red
Sedan,1303,2024-07-17,2024-09-02,47,963,highway,heavy,77.11723974225644,22.320045671024413,1998,22,14.406512256548034,CNG,calm,Light-Green
SUV,7900,2024-06-25,2024-09-26,93,10034,city,medium,80.2975886179536,98.6967071319037,2075,35,17.781861981347944,CNG,aggressive,Yellow
SUV,5512,2023-08-08,2024-02-06,182,24207,offroad,light,112.60003467589675,43.3848698842247,1875,38,19.888190819439608,Petrol,normal,Orange
Hatchback,4102,2023-06-12,2024-05-19,342,53386,offroad,medium,99.37556138835959,47.09215434596949,2875,8,21.298142742814598,CNG,aggressive,Red
SUV,2180,2023-10-23,2024-01-01,70,5976,city,light,111.9363332684114,77.17766149533497,3448,5,35.63522809971954,Diesel,aggressive,Yellow
Sedan,4330,2023-05-17,2024-01-05,233,29053,offroad,heavy,83.52638085737361,39.08119320913212,2127,39,15.391110045640863,CNG,aggressive,Dark-Orange
SUV,4658,2024-02-25,2024-04-23,58,10242,mixed,light,115.19941443227435,65.31693856856214,2583,35,25.374475422998337,Diesel,normal,Light-Green
Hatchback,1235,2022-12-29,2024-01-12,379,46283,city,light,82.84968792445264,92.08807459638469,2011,28,33.331001473859914,Petrol,normal,Red
SUV,5691,2023-06-11,2024-01-17,220,22470,offroad,light,71.90568234065667,66.97742387300158,1572,30,28.982560273395627,CNG,calm,Orange
Bus,5554,2024-05-15,2024-07-22,68,7839,offroad,light,123.6151276595343,50.89155992202659,1807,17,23.42891719558168,Petrol,normal,Light-Green
LCV,7727,2023-05-06,2024-05-01,361,48505,highway,medium,113.73768618497733,93.39972569425971,1309,6,28.952503955708647,CNG,calm,Red
Sedan,1669,2024-07-10,2024-08-15,36,3975,highway,heavy,88.05312562518813,58.56879713276193,3941,29,40.596860718944484,Petrol,normal,Light-Green
Sedan,2466,2023-10-27,2024-05-16,202,9306,city,heavy,119.1319229552272,44.52355286165955,3065,39,40.5751925493162,Diesel,normal,Dark-Orange
Bus,7783,2024-03-14,2024-09-25,195,20656,offroad,medium,80.7949123258947,23.69160482340994,1732,11,31.554230718118824,Diesel,aggressive,Dark-Orange
LCV,6946,2024-04-04,2024-06-16,73,9657,offroad,light,101.00504104950639,24.779123168274182,2242,38,21.617733002141094,Petrol,normal,Light-Green
Bus,1788,2024-03-19,2024-11-26,252,25632,offroad,medium,101.26981708640982,93.59518799810706,2958,31,30.250556031250106,Diesel,calm,Orange
Bus,6555,2024-04-17,2024-09-16,152,2888,highway,heavy,125.92721635451146,63.291026842037674,3494,19,13.80005012172936,CNG,normal,Orange
SUV,4287,2023-06-11,2024-03-01,264,3929,city,medium,77.57012937495531,46.336789633110456,2835,6,19.301687183975424,Petrol,aggressive,Orange
Truck,1603,2023-09-27,2024-03-05,160,24059,offroad,heavy,126.96964239828007,30.723985425224836,1966,17,23.742449269838723,CNG,calm,Orange
Truck,3252,2024-09-09,2024-12-06,88,12519,offroad,light,114.01700637596069,86.20551403142967,3022,20,11.767481650789279,Diesel,normal,Yellow
Sedan,2020,2024-05-28,2024-11-18,174,14671,highway,light,95.38541598404852,55.24560182202176,1693,27,38.40045820345734,Diesel,aggressive,Yellow
Truck,6074,2023-08-20,2024-03-14,207,14687,city,light,112.65191170477684,71.8577192284772,3644,36,12.965359762390662,Diesel,calm,Orange
SUV,4452,2023-08-20,2024-01-11,144,8714,offroad,heavy,90.99350413422817,59.33803070166661,1641,29,35.715982121353406,Diesel,normal,Yellow
Hatchback,3907,2024-05-09,2024-05-26,17,3335,city,light,101.8801279130796,22.89028043995227,1980,9,27.31764838128542,Petrol,calm,Green
Sedan,7031,2023-05-23,2024-06-07,381,72370,offroad,heavy,87.17034080080236,62.24302133733703,3234,34,13.187136154459415,Diesel,calm,Red
LCV,2880,2024-05-02,2024-12-22,234,8097,mixed,light,84.47975308493784,76.89249432197224,2055,29,16.457613750754128,CNG,aggressive,Orange
Hatchback,2397,2024-04-27,2024-06-03,37,1039,highway,medium,93.19517706781856,50.60414261542307,2301,6,27.023599865054894,Petrol,calm,Light-Green
SUV,1604,2024-02-17,2024-11-03,260,33281,highway,heavy,122.8611280317283,68.36642000418536,1994,39,19.289262072010317,Diesel,aggressive,Dark-Orange
SUV,4993,2023-10-05,2024-07-26,295,27549,city,medium,84.45977855800781,56.868298033975435,1728,11,23.173697284839484,Petrol,calm,Dark-Orange
Hatchback,4433,2024-03-02,2024-06-01,91,15441,city,light,123.98128482742767,91.25988801967023,1350,25,16.397056016592114,Diesel,normal,Yellow
SUV,7522,2023-06-28,2024-01-04,190,35008,mixed,medium,119.70843166913457,63.67319833755779,1936,5,28.50988493588388,CNG,normal,Orange
Hatchback,1987,2024-02-19,2024-11-23,278,34583,offroad,light,112.23544347683566,81.87911319445084,2351,26,19.16639708035963,Petrol,calm,Dark-Orange
SUV,4858,2024-05-20,2024-06-01,12,149,highway,heavy,78.19917880981352,47.036752715299045,1743,25,29.475703493972727,CNG,normal,Green
Truck,6234,2023-07-13,2024-04-06,268,15444,highway,medium,72.12774454898296,61.350589492372876,2894,6,26.34138577579816,CNG,calm,Orange
Truck,6923,2023-08-01,2024-06-24,328,54507,city,light,100.99171467448474,58.663449993538066,1263,16,12.368615450284063,CNG,normal,Dark-Orange
Hatchback,2103,2023-06-18,2024-04-13,300,22895,offroad,heavy,78.88634290625872,22.29423706144666,2066,34,16.557277780241606,Diesel,aggressive,Red
Hatchback,5378,2023-05-02,2024-01-22,265,30016,highway,heavy,98.92175849470343,78.1756618101048,3361,39,14.894808200636282,CNG,normal,Orange
Truck,1719,2024-12-04,2024-12-24,20,2810,mixed,light,85.11446659617592,26.824009265580642,1299,36,40.1753292384287,CNG,calm,Green
Bus,5515,2024-03-31,2024-04-28,28,5171,mixed,heavy,112.5230208958785,43.52981080022854,3446,39,40.808133981480246,Petrol,calm,Light-Green
SUV,5410,2024-04-13,2024-09-20,160,18458,highway,heavy,101.727299741242,78.5799315187046,1672,11,31.872743829466277,CNG,normal,Yellow
SUV,3846,2023-12-27,2024-09-11,259,46795,mixed,heavy,114.06201361906705,92.89368437285074,1899,10,39.10390831293527,Diesel,normal,Orange
LCV,1408,2023-08-13,2024-02-25,196,22404,city,medium,104.62834347573349,77.36833021254284,3032,20,32.90050947502708,Diesel,normal,Orange
